product_id,product_name,builder_name,first_seen,last_seen,occurrence_count,intelligence_type,evidence_status,target_user,user_problem,what_it_is,usage_flow,ai_role,implementation_idea,learning_points,hands_on_exercise,limitations_or_uncertainties,verticals,region,score,tags,title,url
product-1eea3b7ca649b5bd,OpenAI AI Keypad,Lucas Ropek,2026-07-26,2026-07-26,1,product_case,reported,未公开,未公开,TechCrunch试用OpenAI新AI键盘，认为对程序员有趣但对其他人可能神秘。,,未公开,未公开,,未公开,未公开,,global,7.0,Hardware | OpenAI,I tried out OpenAI’s new AI keypad — which will be fun for some coders and slightly mystifying to everyone else,https://techcrunch.com/2026/07/24/i-tried-out-openais-new-ai-keypad-which-will-be-fun-for-coders-and-slightly-mystifying-to-everyone-else/
product-9c2cb5d34b8c0178,ChatGPT Work,Sam Altman,2026-07-26,2026-07-26,1,market_signal,reported,未公开,未公开,Sam Altman转发称10亿用户现在可以用ChatGPT Work从手机创建和发布网站。,,未公开,未公开,,未公开,未公开,,global,7.0,ChatGPT | Work | Website,@sama: RT @pashmerepat: A billion users can now create an...,https://twitter.com/sama/status/tweet-2080713767122591863
product-e0c5af6eb1eddd48,Devin,Sarah Perez,2026-07-26,2026-07-26,1,market_signal,reported,未公开,未公开,Cognition收购Poke，将对话风格融入编程代理Devin，提升AI交互体验。,,未公开,未公开,,未公开,未公开,,global,7.0,AI Agent | 产品收购 | 交互设计,Why Cognition bought Poke: AI personality is becoming a competitive advantage,https://techcrunch.com/2026/07/24/why-cognition-bought-poke-ai-personality-is-becoming-a-competitive-advantage/
product-114612621af7b0da,Claude Opus 5,Latent Space,2026-07-26,2026-07-26,1,model_capability,reported,未公开,未公开,Latent Space简报称Opus 5以Opus价格提供Fable级性能。,,未公开,未公开,,未公开,未公开,,global,7.0,模型发布 | Anthropic,[AINews] Claude Opus 5: Fable-level performance at Opus price (half Fable),https://www.latent.space/p/ainews-claude-opus-5-fable-level
product-157507b966d91100,DeepSeek,oliculipolicula,2026-07-26,2026-07-26,1,market_signal,reported,未公开,未公开,DeepSeek因创始人关于中美算力差距的言论泄露，暂停第二轮融资。,,未公开,未公开,,未公开,未公开,,china,7.0,DeepSeek | 融资 | 算力差距 | 地缘政治,DeepSeek pause fundraise after comments on compute gap to US leaked (transcript) [pdf],https://github.com/demo-zexuan/liang-wenfeng-investor-meeting-2026-7-22/blob/master/%E6%A2%81%E6%96%87%E9%94%8B%E6%8A%95%E8%B5%84%E8%80%85%E4%BA%A4%E6%B5%81%E4%BC%9A-%E6%96%87%E5%AD%97%E7%A8%BF_1_18_translate_20260723201651.pdf
product-ae6c43974b7aa4dc,Cloudflare,alphabetatango,2026-07-26,2026-07-26,1,business_policy,reported,未公开,未公开,Cloudflare为网站提供新的AI流量控制选项，允许屏蔽AI训练爬虫，并将于9月15日起默认屏蔽多用途爬虫。,,未公开,未公开,,未公开,未公开,,global,7.0,Cloudflare | AI训练 | 数据获取 | 政策,Cloudflare's new AI traffic options for customers,https://blog.cloudflare.com/content-independence-day-ai-options/
product-edc675114461f1d4,Debian,zdw,2026-07-26,2026-07-26,1,business_policy,first_party,未公开,未公开,Debian项目提出三项关于LLM辅助贡献的提案，从完全禁止到有条件允许。,,未公开,未公开,,未公开,未公开,,global,7.0,Debian | 开源 | LLM政策,LLM Usage in Debian: Three Proposals,https://www.debian.org/vote/2026/vote_002
product-4e7f64c0383832df,Claude Opus 5,Boris Cherny / Anthropic,2026-07-25,2026-07-25,1,builder_insight,verified,需要高安全 agent 场景的企业开发者,未公开,,,,,,,,AI 产品 | 企业安全,global,8.5,Prompt Injection | Security | Agent | Model Safety,Quoting Boris Cherny,https://simonwillison.net/2026/Jul/25/boris-cherny/#atom-everything
product-14607e2ddff4f03d,Claude Opus 5,Anthropic,2026-07-25,2026-07-25,1,model_capability,verified,企业开发者、需要长上下文和自主 Agent 能力的专业用户,未公开,,,,,,,,AI 产品,global,8.5,Agent | Claude | 多模态 | 自主行为 | 定价策略,Introducing Claude Opus 5,https://simonwillison.net/2026/Jul/24/introducing-claude-opus-5/#atom-everything
product-1882969d4c0e168f,ChatGPT Work agent,OpenAI,2026-07-25,2026-07-25,1,product_case,first_party,ChatGPT Enterprise 和 ChatGPT Business 用户；需管理员启用 Workspace agents 功能,AI agent 无法访问需要身份验证的网站和内部系统，导致自动化工作流在认证环节中断，用户被迫手动完成登录后再切换回 agent，或完全放弃自动化方案,,,,,,,,AI 产品 | 企业自动化,global,8.2,Agent | Enterprise | Browser Automation | Authentication | B2B,ChatGPT Work agent 新增持久化网站登录能力，可接管云浏览器完成身份验证,https://twitter.com/OpenAIDevs/status/tweet-2080707685448847418
product-b24538d65ed04496,ChatGPT Voice（桌面端）,OpenAI,2026-07-25,2026-07-25,1,product_case,reported,ChatGPT Plus、Pro、Business、Edu 和 Enterprise 订阅用户，以知识工作者和需要跨设备协作的团队为主,在桌面深度工作场景中，用户需在 ChatGPT 对话、团队协作（Work）和代码/自动化任务（Codex）间频繁切换输入方式，打断心流状态,,,,,,,,AI 产品 | 生产力工具,global,8.2,Voice UI | Agent | Desktop | Productivity,ChatGPT 语音模式登陆桌面端，联动 Work 与 Codex 实现 agent 任务操控,https://techcrunch.com/2026/07/24/openais-new-voice-mode-makes-it-to-the-chatgpt-desktop-app/
product-ab7a4c1e94adc668,Claude Code,Anthropic,2026-07-25,2026-07-25,1,product_case,first_party,使用终端进行软件开发的工程师、需要代码库级 AI 辅助的技术团队、有自托管和合规需求的企业客户,企业开发者在将 AI coding agent 引入生产环境时面临：模型能力不确定且默认模型频繁变更、沙箱网络访问缺乏强制管控、MCP 配置错误难以定位、自托管部署时权限状态在 runner 重启后丢失、Vim/screen-reader 等辅助工具兼容性差、子代理嵌套深度不足限制复杂任务分解。,,,,,,,,AI 产品 | 开发者工具,global,8.2,AI Coding Agent | CLI 工具 | 企业安全 | MCP | 自托管 | 开发者体验,Claude Code v2.1.219：接入 Claude Opus 5 并强化企业级安全与部署能力,https://github.com/anthropics/claude-code/releases/tag/v2.1.219
product-843155f05d7a86e7,Attie,Bluesky,2026-07-25,2026-07-25,1,product_case,reported,Bluesky用户、研究者、内容创作者,未公开,,,,,,,,AI 产品 | 社交媒体,global,7.8,社交AI | AI搜索 | 去中心化 | 内容分析,Bluesky’s AI assistant Attie expands into an open social research tool,https://techcrunch.com/2026/07/24/blueskys-ai-assistant-attie-expands-into-an-open-social-research-tool/
product-938090c95bd24f4c,Meta AI,Meta,2026-07-25,2026-07-25,1,product_case,reported,普通消费者、轻办公用户,未公开,,,,,,,,AI 产品 | 生产力工具,global,7.8,Productivity | Assistant | Calendar Integration | Research,Meta is making its AI chatbot more like an assistant,https://www.theverge.com/tech/970570/meta-ai-chatbot-productivity-update
product-3abec6d6a891e900,Devin,Cognition,2026-07-25,2026-07-25,1,product_case,reported,开发者,未公开,,,,,,,,AI 产品 | 开发者工具,global,7.5,Agent | 收购 | AI人格 | 交互设计 | 编码助手,Why Cognition bought Poke: AI personality is becoming a competitive advantage,https://techcrunch.com/2026/07/24/why-cognition-bought-poke-ai-personality-is-becoming-a-competitive-advantage/
product-48ff3c19fae149d4,Co-Star,Midjourney,2026-07-25,2026-07-25,1,market_signal,reported,年轻女性、星座/占星爱好者,未公开,,,,,,,,AI 产品 | 生活方式 | 情感计算,global,7.5,Acquisition | Vertical AI | Personalization | Emotional AI,Midjourney bought the astrology app Co-Star,https://www.theverge.com/ai-artificial-intelligence/970894/midjourney-co-star-acquisition
product-50ba068eb0e8949e,Claude Cookbook,Anthropic / Matt Pocock (社区贡献者),2026-07-25,2026-07-25,1,builder_insight,first_party,Claude开发者、产品经理、前端工程师,未公开,,,,,,,,AI 产品,global,7.2,Claude | Skills | Prompt工程 | 前端开发 | 官方指南,Claude Cookbook,https://platform.claude.com/cookbook/
product-39784ad803302dbd,Echo,adam_rida,2026-07-24,2026-07-24,1,product_case,first_party,需要降低大模型推理成本的 AI 应用开发者；希望测试多模型组合效果的技术用户,单一闭源模型（如 Fable）推理成本高；固定使用单一模型无法利用不同模型在特定任务上的互补优势；手动选择和切换模型增加开发复杂度,,,,,,,,AI 基础设施 | 模型服务,global,8.7,模型路由 | MoE | 成本优化 | 开源模型 | API产品,Echo：用开源模型动态路由实现 Fable 级效果，推理成本降至 1/3,https://news.ycombinator.com/item?id=49026810
product-122dbd2f2981631a,Health in ChatGPT,OpenAI,2026-07-24,2026-07-24,1,product_case,first_party,有健康管理需求的美国用户，尤其是已使用Apple Health和电子健康记录系统的人群,未公开,,,,,,,,医疗健康AI | 消费级AI产品,global,8.5,健康AI | 医疗数据 | 个性化 | 隐私 | Apple Health | EHR集成,Launching Health in ChatGPT,https://openai.com/index/health-in-chatgpt
product-da9029a2dbc7cae6,ChatGPT Voice (桌面端),OpenAI,2026-07-24,2026-07-24,1,product_case,first_party,ChatGPT Plus/Pro/Business/Edu/Enterprise 订阅用户，尤其是需要同时使用 ChatGPT Work 和 Codex 的知识工作者、开发者、项目经理,用户在桌面端使用多个 AI Agent（如 ChatGPT Work 处理项目任务、Codex 处理代码）时，需要在不同界面间切换、手动输入指令，难以流畅地同时协调多个 Agent 的工作进度和方向,,,,,,,,AI 产品 | 生产力工具,global,8.5,Agent | Voice | Multi-Agent | Desktop | GPT-Live,ChatGPT 桌面端上线 GPT-Live 语音控制，支持多 Agent 协调,https://twitter.com/OpenAI/status/tweet-2080378182469857576
product-f30602613f082b43,Screenpipe,Louis (louis030195),2026-07-24,2026-07-24,1,product_case,first_party,知识工作者、需要自动化重复任务的个人用户、构建个性化 Agent 的技术用户、希望减少上下文切换的 Second Brain 实践者,AI Agent 缺乏用户实时上下文，导致无法自主执行需要理解用户工作状态的复杂任务；现有方案（fine-tuning、tool calling、MCP、skills）均需人工选择导入源，无法自动获知用户跨应用的日常活动；手动维护 Second Brain 耗时且易遗漏。,,,,,,,,AI 产品 | 生产力工具,global,8.5,Agent | Personal AI | Local-first | RAG | Memory | YC,Screenpipe (YC S26) 发布：本地录制工作过程，为 AI Agent 构建可搜索个人记忆,https://news.ycombinator.com/item?id=49024620
product-354b116ee7fec67a,Runway Media Router,Runway,2026-07-24,2026-07-24,1,product_case,reported,需要集成多模态生成能力的开发者和企业,未公开,,,,,,,,AI 产品 | 生成式媒体 | 开发者基础设施,global,8.2,模型路由 | 生成式媒体 | 开发者工具 | 多模型编排,Runway launches AI model router as generative media gets crowded,https://techcrunch.com/2026/07/23/runway-bets-on-ai-model-routing-as-generative-media-gets-crowded/
product-b0a66d61306f67c2,Screenpipe,Louis（louis030195）,2026-07-24,2026-07-24,1,product_case,first_party,知识工作者、需要自动化重复任务的个人和团队,未公开,,,,,,,,AI 产品 | 生产力工具,global,8.2,AI Agent | 个人AI | RAG | 本地优先 | 工作流自动化 | YC,Launch HN: Screenpipe (YC S26) – Record how you work and turn that into agents,https://news.ycombinator.com/item?id=49024620
product-0b7c9bbcbb84416a,Laguna S,"Eiso Kant, Poolside AI",2026-07-24,2026-07-24,2,builder_insight,first_party,未公开,未公开,,,,,,,,AI基础设施 | 开发者工具 | AI研究,global,8.2,模型训练 | MOE | 小团队 | 研发效率 | 模型工厂 | 团队建设 | 研究管理 | 效率,"Inside the Model Factory — Eiso Kant, Poolside AI",https://www.latent.space/p/poolside
product-ae02e88c077820e5,ChatGPT Health,OpenAI,2026-07-24,2026-07-24,1,product_case,first_party,有健康管理需求的普通用户、患者,未公开,,,,,,,,医疗健康 | AI 产品,global,8.2,医疗健康 | 隐私设计 | 上下文记忆 | 垂直 AI,@OpenAI: We built this experience based on feedback from ea...,https://twitter.com/OpenAI/status/tweet-2080339983962181983
product-e5a8134d1873afb5,Palmier Pro,"Marcos, Harrison (Palmier)",2026-07-24,2026-07-24,1,product_case,first_party,AI视频创作者、需要批量剪辑的播客/内容团队,未公开,,,,,,,,AI视频工具 | 创意生产力,global,8.2,MCP | 视频编辑 | AI生成 | 本地模型 | 开源,Show HN: Palmier Pro – Open-source macOS video editor built for AI,https://github.com/palmier-io/palmier-pro
product-0723d51db03501fd,OneCLI,Jonathan and Guy (Jonathanfishner),2026-07-24,2026-07-24,1,product_case,first_party,使用AI agent的企业开发者、需要agent访问敏感服务的团队,未公开,,,,,,,,AI 基础设施 | 安全,global,8.2,Agent Security | Credential Management | Open Source | MCP | Human-in-the-loop,Show HN: OneCLI – OSS credential gateway that keeps secrets out of AI agents,https://github.com/onecli/onecli
product-db9e12a3fa0eb250,AegisAI,前 Google 安全高管团队（具体姓名未公开）,2026-07-24,2026-07-24,1,product_case,reported,企业安全团队、CISO,未公开,,,,,,,,AI 安全 | 企业 SaaS,global,7.8,AI安全 | 反钓鱼 | 企业安全 | Agent | Google校友,"AegisAI, founded by former Google security execs, lands $36M to stop AI-driven spear phishing",https://techcrunch.com/2026/07/23/aegisai-founded-by-former-google-security-execs-lands-36m-to-stop-ai-driven-spear-phishing/
product-0d970cea22427100,Claude Voice Mode,Anthropic,2026-07-24,2026-07-24,1,product_case,reported,需要语音高效处理日常任务的知识工作者,未公开,,,,,,,,AI 产品 | 生产力工具,global,7.5,Voice Agent | 任务执行 | Claude | 语音交互,Anthropic updates Claude voice mode with more capable models,https://techcrunch.com/2026/07/23/anthropic-updates-claude-voice-mode-with-more-capable-models/
product-4cb751de9296e259,Claude,Anthropic,2026-07-24,2026-07-24,2,model_capability,reported,知识工作者、需要语音交互效率的用户,未公开,,,,,,,,AI 产品 | AI 助手 | 生产力工具,global,7.5,语音交互 | Agent | 第三方集成 | 语音Agent | Claude | Anthropic | 任务执行 | 日历集成,Anthropic updates Claude voice mode with more capable models,https://techcrunch.com/2026/07/23/anthropic-updates-claude-voice-mode-with-more-capable-models/
product-cdc1a7f0b15b92cd,ChatGPT,OpenAI,2026-07-24,2026-07-24,1,model_capability,first_party,有健康咨询需求的普通用户,未公开,,,,,,,,医疗健康 | AI 产品,global,7.5,健康问答 | 模型迭代 | 用户规模 | 垂直优化,@OpenAI: More than 300 million people turn to ChatGPT with...,https://twitter.com/OpenAI/status/tweet-2080339986717790394
